customer_id_fraud,order_id,txn_time_gmt7,service_group_name,service_name,payer_user_id,payer_user_type,payee_user_id,payee_user_type,amount,command_name,customer_id,merchant
17600.0,,,,,,,,,,,,
17611.0,,,,,,,,,,,,
17661.0,,,,,,,,,,,,
20208.0,,,,,,,,,,,,
25578.0,,,,,,,,,,,,
32826.0,,,,,,,,,,,,
40757.0,,,,,,,,,,,,
42462.0,,,,,,,,,,,,
45366.0,,,,,,,,,,,,
46616.0,,,,,,,,,,,,
13445.0,,,,,,,,,,,,
13769.0,,,,,,,,,,,,
15732.0,,,,,,,,,,,,
16939.0,,,,,,,,,,,,
17004.0,,,,,,,,,,,,
17013.0,,,,,,,,,,,,
17015.0,,,,,,,,,,,,
17016.0,,,,,,,,,,,,
17017.0,,,,,,,,,,,,
17025.0,,,,,,,,,,,,
17026.0,,,,,,,,,,,,
17030.0,,,,,,,,,,,,
17048.0,,,,,,,,,,,,
17049.0,,,,,,,,,,,,
17051.0,,,,,,,,,,,,
17052.0,,,,,,,,,,,,
17056.0,,,,,,,,,,,,
17058.0,,,,,,,,,,,,
17061.0,,,,,,,,,,,,
17064.0,,,,,,,,,,,,
17065.0,,,,,,,,,,,,
17067.0,,,,,,,,,,,,
17069.0,,,,,,,,,,,,
17070.0,,,,,,,,,,,,
17071.0,,,,,,,,,,,,
17072.0,,,,,,,,,,,,
17074.0,,,,,,,,,,,,
17075.0,,,,,,,,,,,,
17077.0,,,,,,,,,,,,
17078.0,,,,,,,,,,,,
17079.0,,,,,,,,,,,,
17080.0,,,,,,,,,,,,
17081.0,,,,,,,,,,,,
17083.0,,,,,,,,,,,,
17087.0,,,,,,,,,,,,
17089.0,,,,,,,,,,,,
17092.0,,,,,,,,,,,,
17095.0,,,,,,,,,,,,
17099.0,,,,,,,,,,,,
17101.0,,,,,,,,,,,,
17108.0,,,,,,,,,,,,
17109.0,,,,,,,,,,,,
17110.0,,,,,,,,,,,,
17111.0,,,,,,,,,,,,
17112.0,,,,,,,,,,,,
17113.0,,,,,,,,,,,,
17116.0,,,,,,,,,,,,
17119.0,,,,,,,,,,,,
17124.0,,,,,,,,,,,,
17125.0,,,,,,,,,,,,
17126.0,,,,,,,,,,,,
17127.0,,,,,,,,,,,,
17129.0,,,,,,,,,,,,
17131.0,,,,,,,,,,,,
17133.0,,,,,,,,,,,,
17134.0,,,,,,,,,,,,
17136.0,,,,,,,,,,,,
17137.0,,,,,,,,,,,,
17139.0,,,,,,,,,,,,
17140.0,,,,,,,,,,,,
17141.0,,,,,,,,,,,,
17142.0,,,,,,,,,,,,
17145.0,,,,,,,,,,,,
17146.0,,,,,,,,,,,,
17147.0,,,,,,,,,,,,
17148.0,,,,,,,,,,,,
17149.0,,,,,,,,,,,,
17150.0,,,,,,,,,,,,
17151.0,,,,,,,,,,,,
17152.0,,,,,,,,,,,,
17153.0,,,,,,,,,,,,
17154.0,,,,,,,,,,,,
17156.0,,,,,,,,,,,,
17157.0,,,,,,,,,,,,
17158.0,,,,,,,,,,,,
17159.0,,,,,,,,,,,,
17160.0,,,,,,,,,,,,
17161.0,,,,,,,,,,,,
17162.0,,,,,,,,,,,,
17163.0,,,,,,,,,,,,
17164.0,,,,,,,,,,,,
17165.0,,,,,,,,,,,,
17166.0,,,,,,,,,,,,
17168.0,,,,,,,,,,,,
17169.0,,,,,,,,,,,,
17170.0,,,,,,,,,,,,
17171.0,,,,,,,,,,,,
17173.0,,,,,,,,,,,,
17174.0,,,,,,,,,,,,
17175.0,,,,,,,,,,,,
17176.0,,,,,,,,,,,,
17178.0,,,,,,,,,,,,
17179.0,,,,,,,,,,,,
17180.0,,,,,,,,,,,,
17181.0,,,,,,,,,,,,
17182.0,,,,,,,,,,,,
17183.0,,,,,,,,,,,,
17184.0,,,,,,,,,,,,
17185.0,,,,,,,,,,,,
17192.0,,,,,,,,,,,,
17193.0,,,,,,,,,,,,
17194.0,,,,,,,,,,,,
17195.0,,,,,,,,,,,,
17196.0,,,,,,,,,,,,
17197.0,,,,,,,,,,,,
17198.0,,,,,,,,,,,,
17199.0,,,,,,,,,,,,
17200.0,,,,,,,,,,,,
17201.0,,,,,,,,,,,,
17202.0,,,,,,,,,,,,
17203.0,,,,,,,,,,,,
17204.0,,,,,,,,,,,,
17205.0,,,,,,,,,,,,
17206.0,,,,,,,,,,,,
17207.0,,,,,,,,,,,,
17208.0,,,,,,,,,,,,
17209.0,,,,,,,,,,,,
17210.0,,,,,,,,,,,,
17211.0,,,,,,,,,,,,
17212.0,,,,,,,,,,,,
17213.0,,,,,,,,,,,,
17214.0,,,,,,,,,,,,
17215.0,,,,,,,,,,,,
17216.0,,,,,,,,,,,,
17217.0,,,,,,,,,,,,
17218.0,,,,,,,,,,,,
17219.0,,,,,,,,,,,,
17220.0,,,,,,,,,,,,
17221.0,,,,,,,,,,,,
17222.0,,,,,,,,,,,,
17223.0,,,,,,,,,,,,
17224.0,,,,,,,,,,,,
17225.0,,,,,,,,,,,,
17226.0,,,,,,,,,,,,
17227.0,,,,,,,,,,,,
17228.0,,,,,,,,,,,,
17229.0,,,,,,,,,,,,
17230.0,,,,,,,,,,,,
17231.0,,,,,,,,,,,,
17233.0,,,,,,,,,,,,
17234.0,,,,,,,,,,,,
17235.0,,,,,,,,,,,,
17236.0,,,,,,,,,,,,
17237.0,,,,,,,,,,,,
17238.0,,,,,,,,,,,,
17239.0,,,,,,,,,,,,
17240.0,,,,,,,,,,,,
17241.0,,,,,,,,,,,,
17242.0,,,,,,,,,,,,
17243.0,,,,,,,,,,,,
17245.0,,,,,,,,,,,,
17246.0,,,,,,,,,,,,
17248.0,,,,,,,,,,,,
17249.0,,,,,,,,,,,,
17253.0,,,,,,,,,,,,
17254.0,,,,,,,,,,,,
17256.0,,,,,,,,,,,,
17257.0,,,,,,,,,,,,
17258.0,,,,,,,,,,,,
17259.0,,,,,,,,,,,,
17261.0,,,,,,,,,,,,
17262.0,,,,,,,,,,,,
17263.0,,,,,,,,,,,,
17264.0,,,,,,,,,,,,
17265.0,,,,,,,,,,,,
17266.0,,,,,,,,,,,,
17267.0,,,,,,,,,,,,
17268.0,,,,,,,,,,,,
17269.0,,,,,,,,,,,,
17270.0,,,,,,,,,,,,
17271.0,,,,,,,,,,,,
17272.0,,,,,,,,,,,,
17273.0,,,,,,,,,,,,
17274.0,,,,,,,,,,,,
